,dt,sensor,con,spl,date,time
365,2016-07-06 04:00:00,sensor_2,1975.365,76.2868406035,2016-07-06,04:00:00
369,2016-07-06 08:00:00,sensor_2,2693.19125,75.4485663558,2016-07-06,08:00:00
373,2016-07-06 12:00:00,sensor_2,2208.92875,77.3900251189,2016-07-06,12:00:00
377,2016-07-06 16:00:00,sensor_2,1779.05,78.8715834755,2016-07-06,16:00:00
381,2016-07-06 20:00:00,sensor_2,1434.225,72.0549793584,2016-07-06,20:00:00
385,2016-07-07 00:00:00,sensor_2,1494.7925,71.1289366304,2016-07-07,00:00:00
389,2016-07-07 04:00:00,sensor_2,3718.23625,71.1182499405,2016-07-07,04:00:00
393,2016-07-07 08:00:00,sensor_2,5965.44375,75.7385066215,2016-07-07,08:00:00
397,2016-07-07 12:00:00,sensor_2,2817.00875,77.0956498454,2016-07-07,12:00:00
400,2016-07-07 16:00:00,sensor_2,3201.01,77.562569388,2016-07-07,16:00:00
403,2016-07-07 20:00:00,sensor_2,7805.96125,73.5564865078,2016-07-07,20:00:00
406,2016-07-08 00:00:00,sensor_2,3868.5325,72.9990437721,2016-07-08,00:00:00
410,2016-07-08 04:00:00,sensor_2,2160.08,72.9113122993,2016-07-08,04:00:00
414,2016-07-08 08:00:00,sensor_2,2249.615,76.942270145,2016-07-08,08:00:00
417,2016-07-08 12:00:00,sensor_2,2078.94125,76.5442335704,2016-07-08,12:00:00
420,2016-07-08 16:00:00,sensor_2,4234.35125,74.3659283009,2016-07-08,16:00:00
423,2016-07-08 20:00:00,sensor_2,9319.34625,73.9978446626,2016-07-08,20:00:00
426,2016-07-09 00:00:00,sensor_2,2853.9675,68.1656117194,2016-07-09,00:00:00
430,2016-07-09 04:00:00,sensor_2,5558.5475,69.4686355743,2016-07-09,04:00:00
434,2016-07-09 08:00:00,sensor_2,2044.9,73.0070452917,2016-07-09,08:00:00
438,2016-07-09 12:00:00,sensor_2,2202.42625,72.5443304772,2016-07-09,12:00:00
441,2016-07-09 16:00:00,sensor_2,2905.75375,71.9179373471,2016-07-09,16:00:00
444,2016-07-09 20:00:00,sensor_2,2170.84375,70.0283276108,2016-07-09,20:00:00
447,2016-07-10 00:00:00,sensor_2,1797.79,69.6125012974,2016-07-10,00:00:00
450,2016-07-10 04:00:00,sensor_2,4825.765,71.4328261099,2016-07-10,04:00:00
453,2016-07-10 08:00:00,sensor_2,2222.9225,73.4768847056,2016-07-10,08:00:00
456,2016-07-10 12:00:00,sensor_2,2111.5425,77.9800778338,2016-07-10,12:00:00
459,2016-07-10 16:00:00,sensor_2,4185.56,75.4588583655,2016-07-10,16:00:00
463,2016-07-10 20:00:00,sensor_2,5429.00625,73.0090347681,2016-07-10,20:00:00
467,2016-07-11 00:00:00,sensor_2,5074.4125,69.9084955284,2016-07-11,00:00:00
471,2016-07-11 04:00:00,sensor_2,4064.5125,72.8967616958,2016-07-11,04:00:00
475,2016-07-11 08:00:00,sensor_2,1978.58,75.6346674888,2016-07-11,08:00:00
479,2016-07-11 12:00:00,sensor_2,1822.2825,75.8283922495,2016-07-11,12:00:00
483,2016-07-11 16:00:00,sensor_2,1998.335,76.4262537813,2016-07-11,16:00:00
